Ville_Recherche,Titre,Prix,Surface_m2,Pieces,Type,Ville_Reelle,CP,Adresse_Texte
Rouen,Appartement F2 ROUEN GARE avec terrasse et Parking,133200,38.42,2,Appartement,Rouen,76000,"Rouen, 76000, France"
Rouen,Magnifique Château du XVIIIème siècle à vendre au cœur du pays de Caux,840000,525.0,5,Maison,Saussay,76760,"Saussay, 76760, France"
Rouen,"Dans un quartier résidentiel tranquille, 
Cette maison de plain-pied vous offre :
- 1 cuisine, 1 séjour, 2 chambres, 1 WC, 1 salle d'eau, 1 bureau.
- combles accessibles
- sous-sol complet
-...",168500,80.5,4,Maison,Neuville-Ferrières,76270,"Neuville-Ferrières, 76270, France"
Rouen,"Pavillon en excellent état, sur sous-sol complet, comprenant : 
Au rez-de-chaussée : entrée, séjour/salon avec cheminée feu de bois insert, cuisine aménagée et équipée, dégagement desservant deux...",210000,145.0,6,Maison,Monchaux-Soreng,76340,"Monchaux-Soreng, 76340, France"
Rouen,"Maison à vendre à ST AUBIN LES ELBEUF à 10 minutes à pied de la Gare SNCF, charmante maison en briques avec un jardin d'agrément,  proche écoles et commerces comprenant au R.D.C : entrée, séjour,...",100000,80.0,3,Maison,Saint-Aubin-lès-Elbeuf,76410,"Saint-Aubin-lès-Elbeuf, 76410, France"
Rouen,APPARTEMENT RECENT A MONT-SAINT-AIGNAN AVEC PARKING,210000,66.15,3,Appartement,Mont-Saint-Aignan,76130,"Mont-Saint-Aignan, 76130, France"
Rouen,"Dans le centre de Rouen, à 3 minutes à pied de la gare, en fond de cour, escalier privatif menant au duplex. Cet appartement est composé d'une salle à manger, cuisine ouverte, salon. Au second, un...",160000,50.91,3,Appartement,Rouen,76000,"Rouen, 76000, France"
Rouen,"Situé au 2ème étage d’une résidence bien entretenue, cet appartement se compose d’une entrée avec placards intégrés, d’une cuisine indépendante, d’un séjour ouvrant sur un balcon, d’une chambre,...",95000,44.87,2,Appartement,Rouen,76100,"Rouen, 76100, France"
Rouen,"Rare à la vente, en plein coeur de VEULES LES ROSES, un ensemble immobilier à rénover comprenant une cave, un local commercial et trois appartements dont le descriptif précis est le suivant : 
Au...",400000,165.0,0,Appartement,Veules-les-Roses,76980,"Veules-les-Roses, 76980, France"
Rouen,"Maison à vendre – 3 chambres, sous sol- cave jardin et grand garage – à rafraîchir",171600,126.0,5,Maison,Saint-Aubin-lès-Elbeuf,76410,"Saint-Aubin-lès-Elbeuf, 76410, France"
Rouen,"À vendre F4 -Secteur recherché du Buquet, à proximité immédiate de La Londe (76500)",158000,85.0,5,Maison,Elbeuf,76500,"Elbeuf, 76500, France"
Rouen,"A vendre, centre ville Le Trait, un immeuble à usage de commerce et d'habitation en mauvais état comprenant,
Au rez-de-chaussée un local commercial et trois pièces, un accès à la cave, un wcAu...",75000,90.0,11,Maison,Trait,76580,"Trait, 76580, France"
Rouen,"Parcelle de Terrain à Bâtir d'une superficie de 1.859 m² 
Non viabilisée et viabilisable.
Raccordement au bord du terrain.
Assainissement individuel.


 Les informations sur les risques...",86920,1859.0,0,Autre,Vattetot-sur-Mer,76111,"Vattetot-sur-Mer, 76111, France"
Rouen,"A VENDRE maison de caractère à MESNIL-ESNARD (76240), ancien relais de poste authentique, entiè...",570000,190.0,6,Maison,Mesnil-Esnard,76240,"Mesnil-Esnard, 76240, France"
Rouen,"Quartier recherché, au calme, maison de 66m² sur terrain de 374m².
Maison vivable de plain-pied comprenant : Entrée, cuisine, séjour, bureau, chambre, salle de douche, W.C.
A l'étage : 2 chambres....",162000,66.0,0,Maison,Grand-Quevilly,76120,"Grand-Quevilly, 76120, France"
Rouen,"SOUS OFFRE D'ACHAT Maison au calme, fenêtres neuves !",337085,130.0,4,Maison,Mesnil-Esnard,76240,"Mesnil-Esnard, 76240, France"
Rouen,MAISON MITOYENNE PROCHE DU CENTRE VILLE DE GOURNAY EN BRAY,140000,100.36,5,Maison,Gournay-en-Bray,76220,"Gournay-en-Bray, 76220, France"
Rouen,"Longère ? Vente ? 5 minutes de LA FEUILLIE
Descriptif :
Longère de type normande située à pro...",89000,48.0,4,Maison,Nolléval,76780,"Nolléval, 76780, France"
Rouen,"Immeuble à usage mixte comprenant un local commercial et une habitation divisée en : séjour, cuisine, trois chambres, salle de bains, wc. 
Diverses pièces à finir d'aménager et offrant une...",150000,200.0,5,Maison,Aumale,76390,"Aumale, 76390, France"
Rouen,"Maison d'habitation comprenant : cuisine, petit salon, chambre.
Bâtiments.
Le tout sur 368m² de terrain.",55000,50.0,3,Maison,Richemont,76390,"Richemont, 76390, France"
Rouen,"Plateau des Provinces Résidence Armagnac, appartement très lumineux et en bon état général de 61,73 m² en copropriété situé au 4ème étage avec ascenseur comprenant : entrée avec placards,...",71000,61.73,3,Appartement,Bihorel,76420,"Bihorel, 76420, France"
Rouen,"Entre centre ville, plage et port, appartement de Type 2 en RDC",165740,74.0,2,Appartement,Fécamp,76400,"Fécamp, 76400, France"
Rouen,"RDC : Entrée, séjour/salon/cuisine aménagée et équipée, chambre, salle d'eau, WC,Rez-de-jardin : dégagement, deux grandes chambres, salle d'eau avec sanibroyeur.Terrasse.Jardin.Emplacement de...",209000,112.0,4,Maison,Fécamp,76400,"Fécamp, 76400, France"
Rouen,"RDC : Entrée, séjour/salon avec bibliothèque attenante, petit salon, cuisine avec pièce repas,1er étage : palier, quatre chambres, salle d'eau avec sanibroyeur, 2ème étage : palier, trois...",363500,219.0,10,Maison,Fécamp,76400,"Fécamp, 76400, France"
Rouen,"Le service négociation de Maîtres Butel et Sigwald vous propose cet immeuble au centre ville du Tréport, comprenant 7 logements rénovés en 2019/2020. Au rez-de-chaussée se trouve 2 couloirs pour...",799000,359.0,0,Autre,Tréport,76470,"Tréport, 76470, France"
Rouen,"Immeuble de rapport à rénover comprenant:
- Au rez-de-chaussée: local commercial divisé en boutique, lingerie et réserves;
- Au 1er étage: un appartement de type 3 ;
- Au 2ème étage: un studio et...",120000,190.0,0,Appartement,Blangy-sur-Bresle,76340,"Blangy-sur-Bresle, 76340, France"
Rouen,Maison PROCHE CENTRE-VILLE avec extérieur et stationnement,80000,56.0,3,Maison,Bolbec,76210,"Bolbec, 76210, France"
Rouen,"EN CENTRE VILLE DE DIEPPE
APPARTEMENT AU PREMIERE ETAGE, VENDU MEUBLE, 21.52 M² loi Carrez, offrant pièce de vie principale avec cuisine aménagée et équipée, salle de bains avec wc.
Proximité...",60000,21.52,1,Appartement,Dieppe,76200,"Dieppe, 76200, France"
Rouen,"Ferme de caractère à rénover - Un havre de paix en pleine campagne<br><br>Découvrez cette magnifique ferme d'environ 130 m² de surface habitable, nichée sur un terrain spacieux de 14625 m². Cette...",250000,130.0,7,Maison,Gruchet-Saint-Siméon,76810,"Gruchet-Saint-Siméon, 76810, France"
Rouen,"A VENDRE ! STUDIO d'environ 30m² comprenant : pièce de vie avec coin cuisine, salle d'eau et w-...",96000,30.0,1,Maison,Tréport,76470,"Tréport, 76470, France"
Rouen,*** Nouveauté *** Pavillon de plain pied au centre de Criquetôt. Dans une copropriété sécurisée et bien tenue. Cette maison bien exposée vous accueille avec un séjour-salon cathédrale avec cuisine...,280000,82.74,4,Maison,Criquetot-l'Esneval,76280,"Criquetot-l'Esneval, 76280, France"
Rouen,"Maison en superbe état, très bien entretenue, composée au rez-de-chaussée : 
D'une entrée avec placard, une grande cuisine aménagée et équipée, séjour/salon avec insert et accès jardin, WC.
A...",225000,132.0,5,Maison,Bolbec,76210,"Bolbec, 76210, France"
Rouen,"Idéalement placée, sur terrain de plus de 1300m² à l'abri des regards. 

Rénovation totale et agrandissement en 2020 offrant un cadre de vie chaleureux et raffiné. 

Au rez-de-chaussée : Entrée,...",817300,208.0,0,Maison,Mont-Saint-Aignan,76130,"Mont-Saint-Aignan, 76130, France"
Rouen,Quartier Saint Julien. Maison de ville 3 ch + garage + jardin. ,147000,60.0,0,Maison,Petit-Quevilly,76140,"Petit-Quevilly, 76140, France"
Rouen,"Au pied du lycée Corneille. 
Dans immeuble de caractère, F1 de 29m² au 2ème étage. 
Entrée, pièce principale, cuisine, salle de douche avec W.C.

Ses atouts : très lumineux - Faibles charges -...",90000,29.0,1,Appartement,Rouen,76000,"Rouen, 76000, France"
Rouen,"Située sur la commune de Bolbec, proche du centre-ville, à deux pas des commerces, et des écoles , charmante maison mitoyenne comprenant : 
Au rez-de-chaussée : Une cuisine, un salon, une salle à...",115000,90.0,4,Maison,Bolbec,76210,"Bolbec, 76210, France"
Rouen,"Belle propriété avec piscine, gîte et terrain arboré.",453000,264.0,12,Maison,Saint-Maclou-la-Brière,76110,"Saint-Maclou-la-Brière, 76110, France"
Rouen,Belle propriété en campagne avec dépendance et garage double,250000,146.0,6,Maison,Norville,76330,"Norville, 76330, France"
Rouen,"INVESTISSEURS
Maison vendue loué, mitoyenne, proche des commodités,
Elle comprend : Une entrée sur pièce de vie, une grande cuisine, WC, accès au jardin sur l'arrière.
A l'étage deux chambres, une...",85000,80.0,4,Maison,Lillebonne,76170,"Lillebonne, 76170, France"
Rouen,"A vendre sur la commune de Lillebonne une maison individuelle comprenant :Au
rez-de-Chaussée : une entrée, une cuisine aménagée et équipée, un séjour avec poêle à granulés de 9kw (2022), un salon...",191000,123.0,5,Maison,Lillebonne,76170,"Lillebonne, 76170, France"
Rouen,"ISNEAUVILLE - CentreMaison moderne mitoyenne par le garage, comprenant :Au rez-de-chaussée : Entrée avec placard, cuisine aménagée et semi-équipée ouverte sur la pièce de vie ayant un accès à...",355000,119.0,5,Maison,Isneauville,76230,"Isneauville, 76230, France"
Rouen,"Maison 6 pièces d'une surface habitable d'environ 90 m² élevée d'un rez-de-chaussée divisé en cuisine avec coin repas, salon avec cheminée et poêle à bois, une chambre, salle d'eau, WC; d'un étage...",159000,90.0,6,Maison,Avremesnil,76730,"Avremesnil, 76730, France"
Rouen,"Maison briques avec jardin Criquetot centre,  mitoyenne. Au RDC :  séjour salon lumineux, cuisine avec accès jardin, wc. Au 1er : pallier, 2 chambres, salle de bains. Au 2ème, pallier, bureau,...",185000,92.25,5,Maison,Criquetot-l'Esneval,76280,"Criquetot-l'Esneval, 76280, France"
Montpellier,"A VENDRE sur Montpellier, rue de Bugarel, Parc Montcalm, cette charmante villa jumelée en triplex située dans une copropriété calme et sécurisée, à proximité du Parc Montcalm, de la future Ligne 5...",305286,112.1,4,Maison,Montpellier,34070,"Montpellier, 34070, France"
Montpellier,"Au premier étage de la résidence ""LE LINCOLN"" situé au 114 avenue Jean Moulin à BEZIERS, un studio de 26,54m² avec balcon. Travaux de rafraichissement à prévoir.
Bien libre de tout occupant. idéal...",45000,26.54,1,Appartement,Béziers,34500,"Béziers, 34500, France"
Montpellier,"Edifiée en 2010, cette villa contemporaine entièrement domotisée se distingue par son architecture moderne, mêlant baies vitrées en guise de mûrs sur la partie réception, ossature bois pour la...",1840000,295.0,11,Maison,Saint-Gély-du-Fesc,34980,"Saint-Gély-du-Fesc, 34980, France"
Montpellier,"BEDARIEUX - HORS LOTISSEMENT 
MAISON DE CAMPAGNE DE 84m² HABITABLES A RENOVER SUR TERRAIN 1975m² sans vis à vis.
Elevée d'un étage sur garage de 33m² en rdc et atelier 45m², comprenant une cuisine...",119485,82.0,4,Maison,Bédarieux,34600,"Bédarieux, 34600, France"
Montpellier," Appel d’offres – Appartement à vendre à Montpellier centre
Accessible à tous et sans frais de participation
Situé au 12 rue Marceau, au sein de la résidence “Franceze de Cezelli”, cet appartement...",299000,108.0,3,Appartement,Montpellier,34000,"Montpellier, 34000, France"
Montpellier,"FRONTIGNAN, maison de plain-pied de 59m² comprenant une pièce de vie avec salon et cuisine ouverte, deux chambres, une salle de bains, un WC séparé et un garage. Maison mitoyenne par le garage...",215000,59.0,3,Maison,Frontignan,34110,"Frontignan, 34110, France"
Montpellier,"Vente maison GRAISSESSAC, 15 rue Robert.
Une maison d'habitation à rénover, élevée de deux étages sur rez-de-chaussée, bien comprenant : une cave en rez-de-chaussée.
un garage, une seconde cave,...",15000,78.57,3,Maison,Graissessac,34260,"Graissessac, 34260, France"
Montpellier,"Terrain à bâtir situé à Alignan-du-Vent, d'une superficie de 500 m².
Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques :...",85000,500.0,0,Autre,Alignan-du-Vent,34290,"Alignan-du-Vent, 34290, France"
Montpellier,"Terrain à bâtir d'une surface de 400 m², situé dans la commune d'Alignan-du-Vent. Etude G1 en cours.
Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site...",70000,400.0,0,Autre,Alignan-du-Vent,34290,"Alignan-du-Vent, 34290, France"
Montpellier,"Appartement T3 avec jardin, garage et parking à AIGUELONGUE",265000,64.25,3,Appartement,Montpellier,34090,"Montpellier, 34090, France"
Montpellier,"Au cœur du village de Saussan, maison vigneronne élevée d'un étage sur rez-de-chaussée, comprenant en rdc un hall d'entrée, une pièce annexe avec accès indépendant (environ 20 m², louée 150/mois),...",238000,155.0,8,Maison,Saussan,34570,"Saussan, 34570, France"
Montpellier,"Située au cœur du charmant village de Paulhan, à proximité immédiate des commerces, des écoles et de toutes les commodités, cette maison à usage d’habitation offre de beaux volumes répartis sur...",150000,132.0,5,Maison,Paulhan,34230,"Paulhan, 34230, France"
Montpellier,"À
Sète, dans un environnement calme, venez découvrir cette charmante maison de
172 m² carrez (231 m² au sol) située dans le quartier prisé de Saint-Clair.
Nichée au fond d’une allée verdoyante,...",1057300,231.0,8,Maison,Sète,34200,"Sète, 34200, France"
Montpellier,"Villa T5 mitoyenne comprenant en rez-de-chaussée un hall d'entrée, une salle d'eau avec WC, une cuisine aménagée, un séjour (salle à manger et salon), un coin bureau; à l'étage se trouvent trois...",305000,90.0,5,Maison,Juvignac,34990,"Juvignac, 34990, France"
Montpellier,"MONTPELLIER, avenue du Père Soulas, maison semi-mitoyenne de 147 m² comprenant une entrée, une cuisine, une véranda, deux chambres, une salle d'eau, un WC et un garage ; à l'étage, un salon/salle...",326000,147.0,6,Maison,Montpellier,34000,"Montpellier, 34000, France"
Montpellier,"Appartement T2 à Montpellier en parfait état, quartier des Beaux-Arts",159000,37.74,2,Appartement,Montpellier,34000,"Montpellier, 34000, France"
Montpellier,Appartement T3 avec bacon et deux places de parking - Baillargues,210000,63.06,3,Appartement,Baillargues,34670,"Baillargues, 34670, France"
Montpellier,Appartement T3 avec terrasse et deux garages - AIGUELONGUE - Orangeraie ,370000,79.6,3,Appartement,Montpellier,34000,"Montpellier, 34000, France"
Montpellier,"À VENDRE entre le quartier des Cévennes et Agriculture, rue des Rièges, proche de l'Institut National de Recherche Agronomique, cet appartement de type T3 avec une terrasse et une grande cave...",139000,59.02,3,Appartement,Montpellier,34080,"Montpellier, 34080, France"
Montpellier,"Sur la commune de Lavérune, villa de 200m² divisée en deux logements:
- Au rez-de-chaussée, un appartement T3 composé d'une entrée, une cuisine ouverte sur le salon/séjour, deux chambres, une...",465000,200.0,8,Maison,Lavérune,34880,"Lavérune, 34880, France"
Montpellier,"SAINT-MARTIN-DE-LONDRES, maison de 120m² sur un terrain de 832m²",380000,120.0,5,Maison,Saint-Martin-de-Londres,34380,"Saint-Martin-de-Londres, 34380, France"
Montpellier,"Bien sis SAINT PONS DE THOMIERES, 7 rue de l'empéry. au centre ville proche des commodités.
Maison de village à rénover élevée d'un étage sur rez-de-chaussée  avec cave et grenier.
bien...",55000,105.05,4,Maison,Saint-Pons-de-Thomières,34220,"Saint-Pons-de-Thomières, 34220, France"
Montpellier,VIAGER OCCUPE A PAULHAN 34230 MAISON + GRAND GARAGE,151400,138.0,6,Maison,Paulhan,34230,"Paulhan, 34230, France"
Montpellier,"Appartement A VENDRE sur BOUTONNET, Place Albert 1er.

Charmant T2 en étage avec ascenseur, ouvert sur l'extérieur.

Composé d'une entrée, d'un wc, d'un séjour avec coin cuisine, d'une chambre et...",140000,38.77,2,Appartement,Montpellier,34000,"Montpellier, 34000, France"
Montpellier,"EXCLUSIVITE - CLERMONT L'HERAULT
Quartier Calme et résidentiel
Maison R+1 composée au rez de chaussée d'un séjour avec cheminée, cuisine ouverte équipée, une salle d'eau deux chambres et wc.
A...",246200,97.0,4,Maison,Clermont-l'Hérault,34800,"Clermont-l'Hérault, 34800, France"
Montpellier,"VENTE EN VIAGER OCCUPE EXCLUSIVEMENT CHEZ VOTRE NOTAIRE
LODEVE 34700 VILLA T 4 de 104m² avec dépendance et TERRAIN 1360m²

VIAGER SUR DEUX TETES (Monsieur 79ans, Madame 76ans)
BOUQUET 92 000€...",80000,104.0,5,Maison,Lodève,34700,"Lodève, 34700, France"
Montpellier,"A vendre sur la commune de Saint-Bauzille-de-Montmel (34160), à proximité de Montaud, Saint-drézéry. 

Terrain à bâtir d'une surface de 556 m², plat et arboré, à proximité immédiate du centre...",209223,556.0,0,Autre,Saint-Bauzille-de-Montmel,34160,"Saint-Bauzille-de-Montmel, 34160, France"
Montpellier,Maison T4 de 120m² avec cour et terrasses + T2 indépendant de 56m²,350000,176.55,5,Maison,Saint-Bauzille-de-Montmel,34160,"Saint-Bauzille-de-Montmel, 34160, France"
Montpellier,"STUDIO VENDARGUES (34740) :

Agréable studio d'une surface de 19.04 m² loi carrez  situé dans une résidence calme et sécurisée proche de MONTPELLIER. Studio VENDU LOUE, location pour courtes et...",49000,19.04,1,Appartement,Vendargues,34740,"Vendargues, 34740, France"
Montpellier,"MONTPELLIER, dans le quartier de "" La Chamberte - Estanove"", une maison d'une surface de 154 m².",610000,154.0,5,Maison,Montpellier,34000,"Montpellier, 34000, France"
Montpellier,Maison de plain-pied avec sous-sol intégral sur 600 m² de terrain,460680,152.0,4,Maison,Beaulieu,34160,"Beaulieu, 34160, France"
Montpellier,"Maison de village à rénover, 159m² habitables avec cour et dépendances",257767,159.63,5,Maison,Saint-Jean-de-Cornies,34160,"Saint-Jean-de-Cornies, 34160, France"
Montpellier,"Une maison de village élevée de deux étages sur rez-de-chaussée comprenant : 
-Au rez-de-chaussée : une pièce 
-Au premier étage : une cuisine
-Au deuxième étage  : deux chambres, une salle d'eau...",94000,68.33,3,Maison,Florensac,34510,"Florensac, 34510, France"
Montpellier,"Maison rénovée, d'une superficie de 125 m² avec 4 pièces dont 3 chambres, une piscine et  un garage.",400000,125.0,4,Maison,Cournonterral,34660,"Cournonterral, 34660, France"
Montpellier,"Appartement à vendre sur Montpellier (34070), rue des chasseurs avec ligne 5 du tramway à proximité immédiate de la résidence, quartier Parc Montcalm, proche des halles tropisme. 

Dans une...",275243,99.94,4,Appartement,Montpellier,34000,"Montpellier, 34000, France"
Montpellier,"Dans le QUARTIER CALME de la Plaine, VILLA DE CARACTERE avec beaucoup de charme et de beaux volumes, comprenant : 
-Au rez-de-chaussez : une entrée donnant un VASTE SEJOUR lui-même desservi par...",530000,161.0,5,Maison,Juvignac,34990,"Juvignac, 34990, France"
Montpellier,"A MONTPELLIER, dans la résidence de France, un appartement de 4 pièces de 102 m² avec garage.",219000,102.0,4,Appartement,Montpellier,34070,"Montpellier, 34070, France"
Montpellier,"Villa d'architecte moderne avec piscine, une superbe vue arborée et un grand terrain à Juvignac",936000,185.0,5,Maison,Juvignac,34990,"Juvignac, 34990, France"
Montpellier,Immeuble de rapport de trois F2 et un local dans l'Écusson,470000,122.06,0,Autre,Montpellier,34000,"Montpellier, 34000, France"
Montpellier,"A VENDRE quartier de la Pompignane.

Appartement T2 avec balcon vendu loué avec bail nu de 663,22€ CC dont 86€ de charges locatives depuis le 27/06/2023.

Composé d'une entrée, séjour donnant sur...",125000,42.8,2,Appartement,Montpellier,34000,"Montpellier, 34000, France"
Montpellier,Montpellier Port Marianne superbe appartement T2 de standing avec grande terrasse et box fermé.,250000,42.0,2,Appartement,Montpellier,34000,"Montpellier, 34000, France"
Montpellier,"Découvrez cette propriété unique à Valras-Plage, idéale pour investisseurs ou familles souhaitant allier confort et rentabilité. Composée de deux logements indépendants, cette maison vous offre la...",340000,156.2,7,Maison,Valras-Plage,34350,"Valras-Plage, 34350, France"
Montpellier,"Situé dans un environnement calme et recherché, à proximité des commodités, écoles, supermarchés… Cet appartement en duplex offre une surface agréable et fonctionnelle.
Il se compose d’un grand...",130000,96.62,4,Appartement,Béziers,34500,"Béziers, 34500, France"
Montpellier,"APPARTEMENT T2 au 1er étage avec ascenseur, 1 balcon, 1 cellier, 1 place de parking privatif",208000,33.21,2,Appartement,Grande-Motte,34280,"Grande-Motte, 34280, France"
Montpellier,Appartement T4 avec grande terrasse quartier Place Carnot,340000,75.21,4,Appartement,Montpellier,34000,"Montpellier, 34000, France"
Montpellier,IMMEUBLE DE RAPPORT AVEC LOCAL PROFESSIONNEL ET APPARTEMENT TOIT TERRASSE,2400000,251.0,0,Appartement,Montpellier,34000,"Montpellier, 34000, France"
Montpellier,Appartement de type T5 de 149m² habitables avec terrasse  ,330000,149.59,5,Maison,Vendargues,34740,"Vendargues, 34740, France"
Montpellier,"Sur la commune de Pignan, villa de plain-pied de 138m² comprenant une entrée, une cuisine, un salon/séjour, trois chambres, un dressing, une salle d'eau, un WC et un garage. Jardin arboré de...",650000,138.0,5,Maison,Pignan,34570,"Pignan, 34570, France"
Montpellier,"Maison de caractère, 2 logements independants sur un terrain de 1660 m²",370000,197.0,7,Maison,Ganges,34190,"Ganges, 34190, France"
Montpellier,"Situé dans le quartier en plein développement de l'EAI / Parc Montcalm, ensemble immobilier composé d'une maison de Maître comprenant un hall d'entrée, un séjour, un salon, une cuisine, une...",855000,193.0,11,Maison,Montpellier,34000,"Montpellier, 34000, France"
Montpellier,Propriété avec piscine à vendre à SAINT CLEMENT DE RIVIERE QUATRE CHAMBRES ET UN BUREAU.,770000,283.0,7,Maison,Saint-Clément-de-Rivière,34980,"Saint-Clément-de-Rivière, 34980, France"
Montpellier,Maison T4 de 88m² + 99m² de garage à aménager sur 720m² de terrain,383981,87.17,4,Maison,Saint-Drézéry,34160,"Saint-Drézéry, 34160, France"
Montpellier,"Maison à rafraîchir à Castelnau-le-Lez, proche tramway",450000,115.0,6,Maison,Castelnau-le-Lez,34170,"Castelnau-le-Lez, 34170, France"
Montpellier,"Sur la commune de Combaillaux, à 20min de Montpellier, villa contemporaine de 230m² comprenant une pièce à vivre entièrement ouverte sur la nature, avec coin salon, cuisine et coin bureau, et une...",738000,230.0,6,Maison,Combaillaux,34980,"Combaillaux, 34980, France"
Montpellier,"A VENDRE sur MONTPELLIER, quartier Millénaire

Studio avec terrasse en rez-de-chaussée, vendu loué en bail non-meublé depuis le 27/09/2024, situé rue Denis Papin, dans une résidence bien...",92000,18.17,1,Appartement,Montpellier,34000,"Montpellier, 34000, France"
Montpellier,Villa T3 avec beau jardin arboré dans le coeur d'Aiguelongue,749000,107.05,3,Maison,Montpellier,34000,"Montpellier, 34000, France"
Montpellier,"Terrain à vendre à CAUX (34720), lieudit SEGALA.
A 50 minutes de Montpellier.
Droit de passage à créer.
Contenance totale 660 m². (390 m² + 270 m²)
En zone UC.
Présence d'un puits, et de deux...",150000,660.0,0,Autre,Caux,34720,"Caux, 34720, France"
Montpellier,"EN EXCLUSIVITE CHEZ VOTRE NOTAIRE
CLERMONT  L'HERAULT CENTRE VILLE
VILLA DE PLAIN PIED DE 88m² habitables sur un terrain de 516m² avec piscine couverte et garage.
Composée d'un grand séjour...",235000,88.0,4,Maison,Clermont-l'Hérault,34800,"Clermont-l'Hérault, 34800, France"
Montpellier,"Maison de village R+2 comprenant au rez de chaussée une cave, au premier Séjour cuisine, salon et au deuxième une chambre et une salle d'eau.
Menuiserie PCV double vitrage, volets bois, chauffage...",79500,53.0,3,Maison,Aspiran,34800,"Aspiran, 34800, France"
Montpellier,"LE CAP AGDE RESIDENCE NEUVE
RESIDENCE IKAOS WELLNESS - 3 Avenue de la vigne LE CAP AGDE
Centre International de tennis FRENCH TOUCH

T2 33.79m² avec grande terrasse 11.90m²
Cuisine équipée, salle...",180000,33.79,2,Appartement,Agde,34300,"Agde, 34300, France"
Montpellier,"SECTEUR LAC DU SALAGOU - OCTON
BRENAS - village pittoresque sur les hauteurs 

Maison de village en pierre avec extérieur et terrasse tropézienne
Composée :
* Cuisine, Séjour avec cheminée et bar...",145000,118.0,5,Maison,Brenas,34650,"Brenas, 34650, France"
Montpellier,Maison de plain pied avec vue dégagée sur la nature,480000,110.0,4,Maison,Saint-Clément-de-Rivière,34980,"Saint-Clément-de-Rivière, 34980, France"
Montpellier,"LE CAP AGDE RESIDENCE NEUVE PROCHE TENNIS CLUB
RESIDENCE IKAOS - 3 Avenue de la vigne LE CAP AGDE

T2 33.79m² avec grande terrasse 11.90m²
Résidence avec PISCINE SAUNA HAMMAM A COTE DU PADEL...",185000,33.79,2,Appartement,Agde,34300,"Agde, 34300, France"
Montpellier,"Maison à vendre sur la commune de Restinclières (34160), à proximité de Beaulieu, Saint Drézéry, Sussargues, Castries.

Maison construite en 1975, développant une surface habitable d’environ 124...",380097,124.0,4,Maison,Restinclières,34160,"Restinclières, 34160, France"
Montpellier,"Villa T4 de charme au style provençal, située dans un quartier calme et résidentiel de Lieuran",255000,129.0,4,Maison,Lieuran-lès-Béziers,34290,"Lieuran-lès-Béziers, 34290, France"
Montpellier,Appartement de type T5 de 149m² habitables avec terrasse  ,330000,125.76,5,Appartement,Vendargues,34740,"Vendargues, 34740, France"
Montpellier,"POMEROLS (34810) EXCLUSIVITE NOTAIRE 
ENTRE AGDE et PEZENAS PROCHE A9 ET A75 - à 16mn de la plage de Marseillan
MAISON VIGNERONNE TRAVERSANTE  R+1 DE 120m² Habitables environ avec grande terrasse...",287000,120.0,4,Maison,Pomérols,34810,"Pomérols, 34810, France"
Montpellier,"LIAUSSON 34800 LAC DU SALAGOU
VENTE DIVERSES PARCELLES DE TERRES - LANDES - BOIS - TAILLIS NON CONTIGUES

IDEAL CHASSE !

COMMUNE DE LIAUSSON

LOT 1 - LIEU DIT LACAN 4ha 23a 10ca
B 125 pour 1ha...",42500,117370.0,0,Autre,Liausson,34800,"Liausson, 34800, France"
Montpellier,"Proximité centre ville Appartement entièrement rénové 50 m² 2 pièces avec balcon, cave et ascenseur.",127000,50.39,2,Appartement,Sète,34200,"Sète, 34200, France"
Montpellier,"ANTIGONE - Au 5ᵉ étage avec ascenseur d'une résidence bien entretenue, appartement de type 4 traversant Nord/Sud.
Il se compose d’une entrée avec porte blindée, d’une cuisine indépendante aménagée...",410000,93.68,4,Appartement,Montpellier,34000,"Montpellier, 34000, France"
Montpellier,VILLA DE TYPE 6 EN R+1 AVEC STUDIO INDEPENDANT AU RDC,510000,167.0,6,Maison,Montpellier,34070,"Montpellier, 34070, France"
Montpellier,Grande maison d'architecte avec vue sur espace boisé,850000,310.0,10,Maison,Saint-Gély-du-Fesc,34980,"Saint-Gély-du-Fesc, 34980, France"
Montpellier,"A VENDRE sur la commune de Juvignac, ce terrain à bâtir non-viabilisé de 1538m² situé dans le quartier résidentiel SUD, à 1,8Km du tramway Ligne 3 arrêt ""Juvignac"". Accès direct à l'autoroute par...",480000,1538.0,0,Autre,Juvignac,34990,"Juvignac, 34990, France"
Montpellier,"Maison CASTRIES centre T4, 97m² sur 170m² de terrain",315049,97.0,5,Maison,Castries,34160,"Castries, 34160, France"
Montpellier,"Terrain à bâtir à vendre sur la commune de CASTRIES (34160), à proximité de Vendargues, Saint-Aunes, Teyran etc. 

Terrain à bâtir à vendre, proche du centre du village, dans secteur calme et...",345000,800.0,0,Autre,Castries,34160,"Castries, 34160, France"
Montpellier,"Maison à vendre dans le centre de CASTRIES (34160), à proximité de Vendargues, Saint-Aunès, Baillargues, Le Crès, Teyran etc. 

Maison des années 1965, à moderniser, située au calme d'une impasse,...",255000,79.62,4,Maison,Castries,34160,"Castries, 34160, France"
