Ville_Recherche,Titre,Prix,Surface_m2,Pieces,Type,Ville_Reelle,CP,Adresse_Texte
Lyon,"MONTANAY (69), maison ancienne rénovée 7 pièces 196m² habitable terrain 1360m²",570000,196.0,6,Maison,Montanay,69250,"Montanay, 69250, France"
Lyon,"NEUVILLE-SUR-SAÔNE (69250)
Adresse : rue Hélène

Maison d'habitation sur deux niveaux de 131,02 m² habitables avec un terrain plat et arboré de 1 085 m². 
Comprenant : 
Au rez-de-chaussée : hall...",480769,131.02,4,Maison,Neuville-sur-Saône,69250,"Neuville-sur-Saône, 69250, France"
Lyon,ALBIGNY SUR SAÔNE maison ancienne T3 73m² terrain 462 m²,250000,73.0,3,Maison,Albigny-sur-Saône,69250,"Albigny-sur-Saône, 69250, France"
Lyon,ALBIGNY SUR SAÔNE VILLA 7 pièces 240m2 hab 2414m² terrain,799000,240.0,7,Maison,Albigny-sur-Saône,69250,"Albigny-sur-Saône, 69250, France"
Lyon,"Dans une impasse calme et résidentielle, sur un beau terrain plat et arboré de 1 059 m² avec piscine.
Maison d'habitation élevée de deux niveaux sur sous-sol complet  de 280 m² au sol pour 147 m²...",462427,148.0,6,Maison,Jonage,69330,"Jonage, 69330, France"
Lyon,"Réf : GARAGE : un box garage fermé situé dans une copropriété de 45 lots à Villeurbanne proche de la sortie de la rocade : Cusset - Rue Louis GALVANI Garage fermé d'environ 14.93m² , portes...",22000,15.0,0,Autre,Villeurbanne,69100,"Villeurbanne, 69100, France"
Lyon,"Venez découvrir cet appartement situé au centre de Villefranche-sur-Saône. Il se compose d'une entrée, d'un grand salon séjour avec accès terrasse balcon qui offre un espace de vie agréable, d'une...",250000,107.13,5,Appartement,Villefranche-sur-Saône,69400,"Villefranche-sur-Saône, 69400, France"
Lyon,"LYON 6eme, proche Lafayette, lumineux T3 traversant de 75,43 m² avec balcon et garage double en sus.",380769,75.43,3,Appartement,Lyon 6e Arrondissement,69006,"Lyon 6e Arrondissement, 69006, France"
Lyon,"LYON 2 - au cœur du quartier d'Ainay - vente en bloc de 2 studios libres de 32,27 m² et 11,10 m²",200000,26.03,1,Appartement,Lyon 2e Arrondissement,69002,"Lyon 2e Arrondissement, 69002, France"
Lyon,"APPARTEMENT REZ-DE-JARDIN 2 CHAMBRES + GARAGE, CAVE ET PLACE DE PARKING",287400,100.78,4,Appartement,Villefranche-sur-Saône,69400,"Villefranche-sur-Saône, 69400, France"
Lyon,"VENDU LOUE BAIL EN COURS JUSQU'EN FEVRIER 2027 
TRAVAUX A PREVOIR
Maison située sur la commune d'Arnas construite sur sous-sol à rénover. Elle se compose d'un salon séjour, d'une cuisine...",165000,85.0,4,Maison,Arnas,69400,"Arnas, 69400, France"
Lyon,"POLEYMIEUX AU MONT D'OR (69), au cœur du centre historique de la commune, quartier de l'église, très belle parcelle de terrain à bâtir de 760 m² avec permis de construire obtenu pour une maison...",355000,760.0,0,Maison,Poleymieux-au-Mont-d'Or,69250,"Poleymieux-au-Mont-d'Or, 69250, France"
Lyon,"Un studio d’une surface d’environ 33 m²
Garage en sous-sol.",170000,33.0,1,Appartement,Lyon 3e Arrondissement,69003,"Lyon 3e Arrondissement, 69003, France"
Lyon,"Saint-Genis-les-Ollières (69290)
Adresse : 24 rue du Cornet

Cœur du village, dans un environnement calme et résidentiel, maison d'habitation sur deux niveaux de 71,58 m² habitables pour 113 m² au...",432692,71.58,3,Maison,Saint-Genis-les-Ollières,69290,"Saint-Genis-les-Ollières, 69290, France"
Lyon,"94 rue de fontanièresEt si votre futur chez vous réunissait confort, modernité et praticité ? Cet appartement, situé au 1er étage d'une résidence avec ascenseur, a tout pour séduire les amateurs...",399000,101.4,4,Appartement,Villeurbanne,69100,"Villeurbanne, 69100, France"
Lyon,CURIS AU MONT D'OR maison ancienne 172 m² 487m² terrain,512000,172.0,5,Maison,Curis-au-Mont-d'Or,69250,"Curis-au-Mont-d'Or, 69250, France"
Lyon,"ECULLY (69130)
Adresse : rue Benoit Tabard 

Au cœur du village, dans une copropriété ""PITANCE"" de standing avec tennis, piscine, parc arboré avec jeux pour enfants et gardien. 
Type T4 traversant...",462427,103.3,4,Appartement,Écully,69130,"Écully, 69130, France"
Lyon,T3 climatisé de 75 m² avec beau balcon au coeur des Gratte-Ciel.,255000,75.23,3,Appartement,Villeurbanne,69100,"Villeurbanne, 69100, France"
Lyon,"Terrain à bâtir de 1263m² dont 807m² de surface utile.
RARE A LA VENTE : Parcelle située à proximité immédiate du centre de Craponne (écoles, transports, commerces), secteur résidentiel et...",320000,1263.0,0,Autre,Craponne,69290,"Craponne, 69290, France"
Lyon,"ÉCULLY (69130)
Bus 19, arrêt Acacias, desservant Écully centre/ Gorge de Loup/ Gare Saint-Paul ... 

Dans un secteur calme et résidentiel, maison d'habitation de 78,74 m² habitables pour 133,58 m²...",375000,78.74,5,Maison,Écully,69130,"Écully, 69130, France"
Lyon,"centre de CURIS AU MONT D’OR, une maison de village à  rénover",339000,73.0,3,Maison,Curis-au-Mont-d'Or,69250,"Curis-au-Mont-d'Or, 69250, France"
Lyon,"RUE DES TABLES CLAUDIENNES
Un appartement lumineux au 4e étage de l'immeuble. Exposition Sud-Ouest.",350000,101.27,4,Appartement,Lyon 1er Arrondissement,69001,"Lyon 1er Arrondissement, 69001, France"
Lyon,"Un appartement situé au troisième étage de l'immeuble comprenant hall d'entrée avec placard, w.c dans le couloir d'entrée, coin cuisine ouvert sur le séjour, salle de bain avec...",144500,27.8,1,Appartement,Lyon 3e Arrondissement,69003,"Lyon 3e Arrondissement, 69003, France"
Lyon,T3 de 66.19 m2 traversant Nord-Sud situé rue Père Chevrier,265000,66.19,3,Appartement,Lyon 7e Arrondissement,69007,"Lyon 7e Arrondissement, 69007, France"
Lyon,"SAINT FONS. Rue Noel Maximin Descormes, dans un secteur résidentiel, à proximité du tramway (station Maurice Thoez, ligne T4). Maison des années 1950, mitoyenne par un pignon, élevée sur 2...",240000,64.0,4,Maison,Saint-Fons,69190,"Saint-Fons, 69190, France"
Lyon,"LYON 2, dans le quartier de Perrache / Charlemagne, au 4 QUAI RAMBAUD, en bordure de Rhône, et à proximité de toutes les commodités : gare SNCF, tramway, métro, bus, centre commercial Confluence,...",149500,39.07,1,Appartement,Lyon 2e Arrondissement,69002,"Lyon 2e Arrondissement, 69002, France"
Lyon,"Bellecour/Ainay, local de 81 m² dont 62,34 carrez en duplex avec accès indépendant sur cour.",325000,81.0,4,Autre,Lyon 2e Arrondissement,69002,"Lyon 2e Arrondissement, 69002, France"
Lyon,"Sur la commune d'ALBIGNY SUR SAÔNE (69250),  maison d'habitation type ""Chalet"" de 1958 à rénover intégralement. Elevée sur un sous-sol total en béton banché à usage de garage, cave, atelier et...",370000,130.0,5,Maison,Albigny-sur-Saône,69250,"Albigny-sur-Saône, 69250, France"
Lyon,VILLEURBANNE - T3 avec balcon garage et cave dans une résidence calme au fond d'une impasse.,191000,68.37,3,Appartement,Villeurbanne,69100,"Villeurbanne, 69100, France"
Lyon,"LYON 6ème (69006). 
Adresse : rue Vauban 

T2 de 55,43 m² CARREZ au 3 ème étage sans ascenseur exposé Sud et Ouest.

Comprenant : hall d’entrée, séjour ouvrable sur cuisine, cuisine équipée avec...",279114,55.43,2,Appartement,Lyon 6e Arrondissement,69006,"Lyon 6e Arrondissement, 69006, France"
Lyon,"PLACE LOUIS PRADEL/ VENDU LOUE 
LYON 1er arrondissement (69001). 

T3 bis de 50,95 m² Carrez pour 68 m² au sol, au 6ème et dernier étage (ascenseur jusqu'au 5 ème étage) d’un bel immeuble...",202117,50.95,3,Appartement,Lyon 1er Arrondissement,69001,"Lyon 1er Arrondissement, 69001, France"
Lyon,"Appartement T3 duplex + jardin, local et places de parking",147500,53.6,3,Appartement,Arnas,69400,"Arnas, 69400, France"
Lyon,"BEAUVALLON (SAINT ANDEOL LE CHATEAU). 200 route de Bellevue. A proximité du centre du bourg, commerces de proximité et école primaire. 
Secteur calme et résidentiel. 
Beauvallon bénéficie de la...",230000,127.0,5,Maison,Beauvallon,69700,"Beauvallon, 69700, France"
Lyon,"Nous vendons à Saint Andéol le château commune de BEAUVALLON,  une parcelle de terrain à batir de 482m².
Ce terrain constructible, plat, de forme rectangulaire, bénéficie d’une belle exposition,...",170000,482.0,0,Autre,Beauvallon,69700,"Beauvallon, 69700, France"
Lyon,"Nous vendons à Saint Andéol le château commune de BEAUVALLON,  une parcelle de terrain à batir de 526 m².
Ce terrain constructible, plat, de forme rectangulaire, bénéficie d’une belle exposition,...",180000,526.0,0,Autre,Beauvallon,69700,"Beauvallon, 69700, France"
Lyon,"A VILLEURBANNE, secteur CONDORCET Grand Appartement T4 avec garage fermé et cave. Sécurisé.",270000,99.16,5,Appartement,Villeurbanne,69100,"Villeurbanne, 69100, France"
Lyon,"Appartement loué en résidence étudiante à proximité immédiate du tramway.

Cet appartement de type T2 en parfait état d'une superficie de 35,34 m² est situé au 3ème étage. Il comprend : un séjour...",115000,35.34,2,Appartement,Bron,69500,"Bron, 69500, France"
Lyon,"Lyon 5ème – T4 de 66,70m² au dernier étage avec balcon et vue panoramique",180000,66.7,4,Appartement,Lyon 5e Arrondissement,69005,"Lyon 5e Arrondissement, 69005, France"
Lyon,VAUGNERAY MAISON AVEC FORT POTENTIEL SUR 3084 M² DE TERRAIN,480000,158.0,8,Maison,Vaugneray,69670,"Vaugneray, 69670, France"
Lyon,"CALUIRE ET CUIRE / HÔPITAL CROIX ROUSSE
Adresse : 35 rue Coste 69300

Duplex de 106,53 m² en rez-de-chaussée et 1er étage dans une petite copropriété, comprenant :
Au rez-de-chaussée : une entrée...",355769,106.53,4,Appartement,Caluire-et-Cuire,69300,"Caluire-et-Cuire, 69300, France"
Lyon,"Cours Docteur Long.

Un appartement en parfait état situé au troisième et dernier étage de l'immeuble comprenant hall d'entrée avec placard, w.c dans le couloir d'entrée, coin cuisine ouvert sur...",144500,27.8,1,Appartement,Lyon 3e Arrondissement,69003,"Lyon 3e Arrondissement, 69003, France"
Lyon,DERNIER ETAGE / RARE A LA VENTE / SECTEUR MONPLAISIR / APPARTEMENT T4 AVEC PARKING,335040,93.0,4,Appartement,Lyon 8e Arrondissement,69008,"Lyon 8e Arrondissement, 69008, France"
Lyon,"MASSENA 
Adresse : rue Boileau LYON 69006

Excellent emplacement, proche toutes commodités (Parc de la Tête d'or, commerces, écoles, transports...).
Dans un immeuble de standing récemment ravalé...",475961,121.0,5,Appartement,Lyon 6e Arrondissement,69006,"Lyon 6e Arrondissement, 69006, France"
Lyon,Bel appartement T4 de 82 m2 env. au 1er étage avec ascenseur dans un quartier calme et résidentiel.,249000,82.13,4,Appartement,Saint-Priest,69800,"Saint-Priest, 69800, France"
Lyon,VILLEURBANNE RESIDENCE PLEIN MIDI - T2 AVEC BALCON ET CAVE,155000,52.0,2,Appartement,Villeurbanne,69100,"Villeurbanne, 69100, France"
Lyon,"GIVORS. Rue de l'Egalité, à proximité du Rhône et de la passerelle de Chasse sur Rhône. Dans une rue résidentielle, avec possibilité de stationnement. Petite copropriété. 
Il s'agit d'un...",95000,46.51,2,Appartement,Givors,69700,"Givors, 69700, France"
Toulouse,"Belle villa d'architecte alliant charme provençal et volumes contemporains, située au calme sur...",569999,145.0,5,Maison,Vieille-Toulouse,31320,"Vieille-Toulouse, 31320, France"
Toulouse,"Maison de village de quatre chambres avec terrain attenant, dépendances et garage indépendant.",162000,182.0,5,Maison,Saint-Gaudens,31800,"Saint-Gaudens, 31800, France"
Toulouse,SEYSSES (31600) Appartement T2 de 47m² avec jardin privatif et place de parking.,127000,47.21,2,Appartement,Seysses,31600,"Seysses, 31600, France"
Toulouse,"Montaudran, impasse de Bitet, T2 en location de 53 m² au 3è étage avec balcon, une place de parking extérieur et un cellier.

Ce T2 est composé d'une entrée avec placard et wc, d'une salle d'eau,...",137000,53.0,2,Appartement,Toulouse,31400,"Toulouse, 31400, France"
Toulouse,Maison et chalet indépendant offrant une vue surplombante sur les Pyrénées.,195000,85.61,5,Maison,Saint-Gaudens,31800,"Saint-Gaudens, 31800, France"
Toulouse,"Très bel Appartement au 4ème étage sur 7 situé en plein cœur de Toulouse, à deux pas du métro Jeanne d'arc, d'une surface de 28,79 m². 
L'appartement est en très bon état et bénéficie d'un...",159000,28.79,1,Appartement,Toulouse,31000,"Toulouse, 31000, France"
Toulouse,"Maison de type 3 de 44 m² habitables à rénover, située dans un village avec toutes les commodités. 
Elle se compose en rdc: d'un séjour/cuisine, de deux chambres, d'une salle d'eau et d'un ...",25000,44.93,3,Maison,Aspet,31160,"Aspet, 31160, France"
Toulouse,TOULOUSE (31400) Appartement T3 de 64m² avec terrasse et cave.,199700,63.74,3,Appartement,Toulouse,31400,"Toulouse, 31400, France"
Toulouse,"Maison de type 7 de 154 m² habitables avec sous-sol d'environ 140 m² sur une parcelle de 1015 m².
Le bien comprend  un sous sol composé: d'une chambre, d'un garage, d'une cave et d'une...",130000,154.0,7,Maison,Barbazan,31510,"Barbazan, 31510, France"
Toulouse,"Maison des années 80 de type 6 de 145 m² habitables sur une parcelle de 2329 m².
Le bien comprend au rez-de-chaussée: une entrée, un bureau, une chambre, une salle d'eau, un WC, deux celliers et...",135000,145.0,6,Maison,Valentine,31800,"Valentine, 31800, France"
Toulouse,"Fonds De Commerce TUTTI PIZZA, avec emplacement stratégique, proche centre ville de GRENADE SUR GARONNE. 
Vente à emporter exclusivement. Ouvert tous les jours midi et soir. Fermé le mardi et le...",80000,50.0,0,Autre,Grenade,31330,"Grenade, 31330, France"
Toulouse,"LAUNAGUET (31140), Quartier résidentiel, maison mitoyenne de 77 m² sur un terrain de 253 m².",299000,78.0,4,Maison,Launaguet,31140,"Launaguet, 31140, France"
Toulouse,A VENDRE  Montesquieu Volvestre  beau terrain de 1800m² divisible en deux parcelles,70000,1800.0,0,Autre,Montesquieu-Volvestre,31310,"Montesquieu-Volvestre, 31310, France"
Toulouse,A VENDRE CAZERES  à LE PLAN  petit immeuble de 2 appartements,198000,120.0,8,Appartement,Cazères,31220,"Cazères, 31220, France"
Toulouse,"Située dans un quartier calme de SAINT-ORENS-DE-GAMEVILLE, maison de plain pied  d'une surface d'environ 92 m², construite en 1960. Ce bien comprend 4 pièces, dont 3 chambres, une cuisine équipée ...",284762,92.0,4,Maison,Saint-Orens-de-Gameville,31650,"Saint-Orens-de-Gameville, 31650, France"
Toulouse,"SAINT GAUDENS, proche centre-ville et commerces, ensemble immobilier composé de deux appartements.",181900,197.0,0,Appartement,Saint-Gaudens,31800,"Saint-Gaudens, 31800, France"
Toulouse,Jolie maison style art déco au coeur de la roseraie ,840000,200.0,8,Maison,Toulouse,31500,"Toulouse, 31500, France"
Toulouse,"Quartier Pradettes, à 100m du siège de la Dépêche, maison T4 de 75 m² (109 m² de surface totale) sur une parcelle de 217 m².

Cette maison de 1986 comprend au rez-de-chaussée : un salon-salle à...",222080,75.0,4,Maison,Toulouse,31100,"Toulouse, 31100, France"
Toulouse,"Tournfeuille, côté avenue de Lardenne, dans la résidence Le Clos Molière, T2 de 43 m² au 2è étage avec balcon et deux places de parking extérieur.

Ce T2 est composé d'une entrée avec placard et...",127358,43.0,2,Appartement,Tournefeuille,31170,"Tournefeuille, 31170, France"
Toulouse,"Minimes, dans une résidence de 1995, T2 bis actuellement loué de 50 m² au 2è étage avec terrasse et place de parking.

Ce T2 bis est composé d'une entrée avec placard donnant sur une salle de...",160377,50.0,3,Appartement,Toulouse,31200,"Toulouse, 31200, France"
Toulouse,"Ramonville, résidence Les Chaumes, près de la station Total, local professionnel de 60 m² en rez-de-chaussée.

Ce local comprend une grande salle principale, une arrière boutique, un pièce de...",112500,60.0,0,Autre,Ramonville-Saint-Agne,31520,"Ramonville-Saint-Agne, 31520, France"
Toulouse,"Fonbeauzard, maison T4 de 75 m² sur une parcelle de 225 m².

Cette maison de 1992 se compose au rez-de-chaussée d'un salon-salle à manger donnant sur une terrasse à l'arrière de la maison et d'un...",200000,75.0,4,Maison,Fonbeauzard,31140,"Fonbeauzard, 31140, France"
Toulouse,"A Castanet-Tolosan (31320) en Haute-Garonne (31), découvrez cette maison de 132 m² actuellement...",335000,132.0,6,Maison,Castanet-Tolosan,31320,"Castanet-Tolosan, 31320, France"
Toulouse,"Bâtiment professionnel de 230 m²  sur une parcelle de 625 m² situé entre la frontière Espagnole et Bagnères de Luchon sur une zone commerciale idéale et stratégique. 
Ce dernier se compose de...",223650,230.0,0,Autre,Cierp-Gaud,31440,"Cierp-Gaud, 31440, France"
Toulouse,"Ensemble immobilier d'environ 190 m² à rénover, situé dans un village avec toutes les commodités et à une dizaine de minutes de l'autoroute.
Il se compose: au rdc: une entrée, une cuisine, un...",70500,190.0,10,Maison,Labarthe-Rivière,31800,"Labarthe-Rivière, 31800, France"
Toulouse,"TERRAIN À BÂTIR – SAINT-PAUL D’OUEIL – 1068 M²

Situé au coeur de la vallée d'Oueil dans le charmant village de Saint-Paul d’Oueil, ce terrain plat de 1068 m² bénéficie d’un excellent...",85000,1068.0,0,Autre,Saint-Paul-d'Oueil,31110,"Saint-Paul-d'Oueil, 31110, France"
Toulouse,"Maison Familiale avec un véritable potentiel locatif. 

Maison à vendre située à Bruguières, d'une surface de 149 m².

Cette maison se compose à l'étage: une entrée accueillante, un vaste séjour...",395000,149.0,8,Maison,Bruguières,31150,"Bruguières, 31150, France"
Toulouse,"MURET : secteur rue Dabadie, villa, T5, type Basque, 110 m2, 4 chambres, piscine, dépendances.",255000,110.0,5,Maison,Muret,31600,"Muret, 31600, France"
Toulouse,Maison de caractère avec studio indépendant et jardin intime au cœur du village de LABARTHE-RVIERE.,99000,215.0,7,Maison,Labarthe-Rivière,31800,"Labarthe-Rivière, 31800, France"
Toulouse,"Maison de village de type 5 d'environ 100 m² habitables avec garage, et jardinet.
Le bien se compose au rez-de-chaussée : une entrée, une cuisine, un séjour, une chambre, une salle de bains (avec...",103000,100.0,5,Maison,Bagiry,31510,"Bagiry, 31510, France"
Toulouse,"Très belle propriété de type 6 de 172 m² habitables sur une parcelle de 4960 m² située dans un cadre bucolique à 10 minutes de SAINT-GAUDENS.
Elle se compose: au rez-de-chaussée: d'une entrée,...",293000,172.0,6,Maison,Lalouret-Laffiteau,31800,"Lalouret-Laffiteau, 31800, France"
Toulouse,Prox AURIGNAC  grande maison de village rénovée dépendances et terrain 1878m²; prix : 240.000 € C.C.,226500,141.0,6,Maison,Aurignac,31420,"Aurignac, 31420, France"
Toulouse,"SAINT-GAUDENS, centre-ville, maison de ville avec jardin attenant, idéalement située.",98000,163.0,6,Maison,Saint-Gaudens,31800,"Saint-Gaudens, 31800, France"
Toulouse,"Grande maison avec vue imprenable sur les Pyrénées, à 15km de Toulouse hyper centre",448000,200.0,8,Maison,Drémil-Lafage,31280,"Drémil-Lafage, 31280, France"
Toulouse,"Maison de type 5 d'environ 140 m² habitables avec garage et cave, située le long du Ger.
Le bien comprend au rdc: une entrée, une cuisine/salle à manger donnant sur une terrasse, un salon, une...",82500,140.0,5,Maison,Soueich,31160,"Soueich, 31160, France"
Toulouse,"À vendre - Maison T5 à TOULOUSE  (31400)

Cause succession, nous vous proposons cette coquett...",450000,127.0,5,Maison,Toulouse,31500,"Toulouse, 31500, France"
Toulouse,VILLENEUVE TOLOSANE (31270) Maison de T6 de 176m² sur une parcelle de 484m².,308700,176.0,6,Maison,Villeneuve-Tolosane,31270,"Villeneuve-Tolosane, 31270, France"
Toulouse,"A dix minutes de ST GAUDENS, ensemble de deux maisons, dont l'une est à rénover entièrement.",75950,81.0,3,Maison,Miramont-de-Comminges,31800,"Miramont-de-Comminges, 31800, France"
Toulouse,"Maison de type 5 de 125 m² habitables avec corps de ferme attenant sur une parcelle de 450 m².
Le bien comprend au rdc: une entrée, une cuisine/salle à manger, un salon,  une arrière cuisine et...",70000,125.0,5,Maison,Malvezie,31510,"Malvezie, 31510, France"
Toulouse,"SAINT GAUDENS, pavillon avec terrasse et jardin composé de trois chambres, proche des commodités.",174900,123.0,6,Maison,Saint-Gaudens,31800,"Saint-Gaudens, 31800, France"
Toulouse,"Maison de village sur deux niveaux habitables de 105 m².
Le bien se compose au rdc: une entrée, un salon, une cuisine, une salle d'eau, un wc, un cellier et une chaufferie.
A l'étage: quatre...",30000,105.0,5,Maison,Blajan,31350,"Blajan, 31350, France"
Toulouse,"TERRAIN À BÂTIR – MONTAUBAN-DE-LUCHON – 2133 M²

Situé dans un cadre naturel privilégié à Montauban-de-Luchon, ce terrain constructible offre une opportunité rare pour réaliser votre projet de...",130000,2151.0,0,Autre,Montauban-de-Luchon,31110,"Montauban-de-Luchon, 31110, France"
Toulouse,"A VENDRE - Charmante maison familiale  de type T5 à DREMIL LAFAGE
Située dans un quartier calme et recherché cette maison de construction traditionnelle (1982) offre une surface habitable...",375000,122.61,5,Maison,Drémil-Lafage,31280,"Drémil-Lafage, 31280, France"
Toulouse,"Maison de village de type 4 de 120 m² habitables sur trois niveaux, située dans un village avec toutes les commodités.
Elle comprend au rdc : une cuisine ouverte sur le séjour,  et un WC.
Au...",99800,120.0,4,Maison,Cierp-Gaud,31440,"Cierp-Gaud, 31440, France"
Toulouse,"Appartement de type 3 de 84,41 m² situé au deuxième étage (sur 3 sans ascenseur) avec  place de parking dans une petite résidence calme avec parc privé.
Le bien se compose: d'un hall d'entrée,...",172000,84.41,3,Appartement,Bagnères-de-Luchon,31110,"Bagnères-de-Luchon, 31110, France"
Toulouse,"Maison mitoyenne de type 4 de 80 m² habitables avec jardin attenant et non attenant. 
Elle comprend en sous sol: une cave avec accès jardin.
Au rdc: une entrée, une salle à manger, une cuisine,...",35000,80.0,4,Maison,Saint-Béat-Lez,31440,"Saint-Béat-Lez, 31440, France"
Toulouse,"Auzeville Tolosane, vente d'une villa T5/6 en nue propriété avec réserve d'usufruit.
Dans un q...",358000,136.0,5,Maison,Auzeville-Tolosane,31320,"Auzeville-Tolosane, 31320, France"
Toulouse,"NOE : villa T5, 88 m2, 1985, 3 chambres, grand garage attenant sur un terrain de 1540 m2.",170000,88.0,5,Maison,Noé,31410,"Noé, 31410, France"
Toulouse,A vendre   Montesquieu  Volvestre.belle et agréable maison D'architecte de type 6/7 sur 4030m²,400000,170.0,5,Maison,Montesquieu-Volvestre,31310,"Montesquieu-Volvestre, 31310, France"
Toulouse,"Maison à Vendre à Montesquieu-Volvestre (31310) en Haute-Garonne (31)

Cette maison présente ...",470000,230.0,0,Maison,Montesquieu-Volvestre,31310,"Montesquieu-Volvestre, 31310, France"
Toulouse,"Maison de 126 m² habitables divisée en deux appartements, un T2 au rez-de-chaussée et un T3 à l'étage, située à 5 minutes à pied du centre ville et des commodités.
L'appartement de type 2...",155500,126.0,5,Maison,Saint-Gaudens,31800,"Saint-Gaudens, 31800, France"
Toulouse,"Appartement de type 3 situé à Quint-Fonsegrives, construit en 2014, offrant un état général très bon. Il comprend 3 pièces, dont 2 chambres, ainsi qu'une salle de bain et un WC. Le séjour/cuisine...",220000,65.04,3,Appartement,Quint-Fonsegrives,31130,"Quint-Fonsegrives, 31130, France"
Toulouse,"MAISON À RÉNOVER – EUP

Au cœur du paisible village d’Eup, cette charmante maison à rénover offre un beau potentiel pour les amateurs de rénovation.

Elle se compose au rez-de-chaussée d’une...",96000,107.0,6,Maison,Eup,31440,"Eup, 31440, France"
Toulouse,"À VENDRE – ENSEMBLE IMMOBILIER À RÉNOVER – GARIN

À seulement 15 min de Bagnères de luchon, proche des stations de ski et des sentiers de randonnée, découvrez cet ensemble immobilier à fort...",277000,189.0,9,Maison,Garin,31110,"Garin, 31110, France"
Toulouse,"CHARMANTE MAISON PLAIN-PIED AVEC JARDIN ARBORE



Nichée dans un quartier paisible de Cierp-Gaud, cette agréable maison de plain-pied vous séduira par son cadre verdoyant et son ensoleillement...",170300,73.28,3,Maison,Cierp-Gaud,31440,"Cierp-Gaud, 31440, France"
Toulouse,"À Vendre – Terrain Constructible – Hournex, Gouaux-de-Luchon


Dans un cadre naturel paisible, terrain à bâtir de 1 245 m² situé dans le hameau de Hournex.
Certificat d’urbanisme positif en...",58000,1245.0,0,Autre,Gouaux-de-Luchon,31110,"Gouaux-de-Luchon, 31110, France"
Toulouse,"À Vendre – Maison traditionnelle à rénover – ARGUT-DESSOUS



Située au cœur du village d’Argut-Dessous, cette charmante maison offre un cadre authentique et ensoleillé, idéal pour les amoureux...",54000,63.0,3,Maison,Argut-Dessous,31440,"Argut-Dessous, 31440, France"
Toulouse,"À Vendre – Emplacement de Parking Couvert au Cœur de Bagnères-de-Luchon


Idéalement situé en plein centre-ville, à deux pas des Thermes, cet emplacement de stationnement couvert vous offre une...",15000,12.8,0,Autre,Bagnères-de-Luchon,31110,"Bagnères-de-Luchon, 31110, France"
Toulouse,"A vendre villa contemporaine à VIGOULET-AUZIL (Haute-Garonne)
Dans un quartier résidentiel, ca...",1140000,260.0,8,Maison,Vigoulet-Auzil,31320,"Vigoulet-Auzil, 31320, France"
Toulouse,"Place Occitane, T3 de 63 m² au 1er étage avec balcon.

Ce T3 lumineux est composé d'une entrée, d'un séjour avec une terrasse, d'une cuisine, de deux chambres et d'une salle de bain.

Une cave au...",308480,63.0,3,Appartement,Toulouse,31000,"Toulouse, 31000, France"
Toulouse,"Proche du centre-ville et de toutes les commodités, villa avec garage attenant et jardin clôturé.",162000,125.0,6,Maison,Saint-Gaudens,31800,"Saint-Gaudens, 31800, France"
Toulouse,MERVILLE (31330) Villa T8 de 215m² avec piscine et terrain de 1550m².,572000,215.0,8,Maison,Merville,31330,"Merville, 31330, France"
Toulouse,A Vendre Montesquieu volvestre maison de ville en plein centre de type 4/5,63000,120.0,4,Appartement,Montesquieu-Volvestre,31310,"Montesquieu-Volvestre, 31310, France"
Toulouse,"Vente viager occupé sur une seule tête (personne de 78 ans) . Bouquet 60 000 euros et 900 euros de rente mensuelle.
Maison de plain pied de 125 m² habitables comprenant: une entrée, une grande...",60000,125.0,4,Maison,Saint-Gaudens,31800,"Saint-Gaudens, 31800, France"
Toulouse,"Maison à vendre à Pechbusque (31320) ? Haute-Garonne (31)
Superbe propriété de caractère situé...",689999,245.0,7,Maison,Pechbusque,31320,"Pechbusque, 31320, France"
Toulouse,"Maison à vendre à Pechbusque (31320) ? Haute-Garonne (31)
Superbe propriété de caractère situé...",689999,245.0,7,Maison,Pechbusque,31320,"Pechbusque, 31320, France"
Toulouse,"Rare, sur la commune de PECHBUSQUE dans le cadre d'une division parcellaire, superbe terrain à ...",277000,2268.0,0,Autre,Pechbusque,31320,"Pechbusque, 31320, France"
Toulouse,"Beau terrain à bâtir à ODARS, idéalement situé au cœur du village, dans un environnement calme et verdoyant, à proximité des école et commerces. L'emprise au sol autorisée est de 30 %.
Un...",165000,1020.0,0,Autre,Odars,31450,"Odars, 31450, France"
Toulouse,"SAINT-GAUDENS, maison de ville avec jardin clôturé et garage proche des commodités à pieds.",130000,125.71,4,Maison,Saint-Gaudens,31800,"Saint-Gaudens, 31800, France"
Toulouse,"sur la commune d'ALAN, jolie maison de village, cour, garage et grand jardin 700m² : prix 106.000 €",100000,128.0,4,Maison,Alan,31420,"Alan, 31420, France"
Toulouse,"Rue Règuelongue, dans une résidence de 2019, T3 de 61 m² au RDC avec terrasse et place de parking.

Ce T3 est composé d'une entrée avec placard, d'un séjour avec cuisine et une terrasse, de deux...",168000,61.0,3,Appartement,Toulouse,31100,"Toulouse, 31100, France"
Toulouse,"COULADERE (31220) maison à rénover, grange, terrain, cave sur 500m² terrain : 106.000 € C.C",100000,65.0,3,Maison,Couladère,31220,"Couladère, 31220, France"
Toulouse,Maison 187 m² sur terrain 1744 m² chemin des étroits,420000,187.0,8,Maison,Toulouse,31400,"Toulouse, 31400, France"
